,Niger
4430,90000
4431,90000
4432,90000
4433,90000
4434,90000
4435,90000
4436,90000
4437,90000
4438,90000
4439,90000
4440,90000
4441,90000
4442,90000
4443,90000
4444,90000
4445,90000
4446,90000
4447,90000
4448,90000
4449,90000
4450,90000
4451,90000
4452,90000
4453,90000
4454,90000
4455,90000
4456,90000
4457,90000
4458,90000
4459,90000
4460,90000
4461,90000
4462,90000
4463,90000
4464,90000
4465,90000
4466,90000
4467,90000
4468,90000
4469,90000
4470,90000
4471,90000
4472,90000
4473,90000
4474,90000
4475,90000
4476,90000
4477,90000
4478,90000
4479,90000
4480,90000
4481,90000
4482,90000
4483,90000
4484,90000
4485,90000
4486,90000
4487,90000
4488,90000
4489,90000
4490,90000
4491,90000
4492,90000
4493,90000
4494,90000
4495,90000
4496,90000
4497,90000
4498,90000
4499,90000
4500,90000
4501,90000
4502,90000
4503,90000
4504,90000
4505,90000
4506,90000
4507,90000
4508,90000
4509,90000
4510,90000
4511,90000
4512,90000
4513,90000
4514,90000
4515,90000
4516,90000
4517,90000
4518,90000
4519,90000
4520,90000
4521,90000
4522,90000
4523,90000
4524,90000
4525,90000
4526,90000
4527,90000
4528,90000
4529,90000
4530,90000
4531,90000
4532,90000
4533,90000
4534,90000
4535,90000
4536,90000
4537,90000
4538,90000
4539,90000
4540,90000
4541,90000
4542,90000
4543,90000
4544,90000
4545,90000
4546,90000
4547,90000
4548,90000
4549,90000
4550,90000
4551,90000
4552,90000
4553,90000
4554,90000
4555,90000
4556,90000
4557,90000
4558,90000
4559,90000
4560,90000
4561,90000
4562,90000
4563,90000
4564,90000
4565,90000
4566,90000
4567,90000
4568,90000
4569,90000
4570,90000
4571,90000
4572,90000
4573,90000
4574,90000
4575,90000
4576,90000
4577,90000
4578,90000
4579,90000
4580,90000
4581,90000
4582,90000
4583,90000
4584,90000
4585,90000
4586,90000
4587,90000
4588,90000
4589,90000
4590,90000
4591,90000
4592,90000
4593,90000
4594,90000
4595,90000
4596,90000
4597,90000
4598,90000
4599,90000
4600,90000
4601,90000
4602,90000
4603,90000
4604,90000
4605,90000
4606,90000
4607,90000
4608,90000
4609,90000
4610,90000
4611,90000
4612,90000
4613,90000
4614,90000
4615,90000
4616,90000
4617,90000
4618,90000
4619,90000
4620,90000
4621,90000
4622,90000
4623,90000
4624,90000
4625,90000
4626,90000
4627,90000
4628,90000
4629,90000
4630,90000
4631,90000
4632,90000
4633,90000
4634,90000
4635,90000
4636,90000
4637,90000
4638,90000
4639,90000
4640,90000
4641,90000
4642,90000
4643,90000
4644,90000
4645,90000
4646,90000
4647,90000
4648,90000
4649,90000
4650,90000
4651,90000
4652,90000
4653,90000
4654,90000
4655,90000
4656,90000
4657,90000
4658,90000
4659,90000
4660,90000
4661,90000
4662,90000
4663,90000
4664,90000
4665,90000
4666,90000
4667,90000
4668,90000
4669,90000
4670,90000
4671,90000
4672,90000
4673,90000
4674,90000
4675,90000
4676,90000
4677,90000
4678,90000
4679,90000
4680,90000
4681,90000
4682,90000
4683,90000
4684,90000
4685,90000
4686,90000
4687,90000
4688,90000
4689,90000
4690,90000
4691,90000
4692,90000
4693,90000
4694,90000
4695,90000
4696,90000
4697,90000
4698,90000
4699,90000
4700,90000
4701,90000
4702,90000
4703,90000
4704,90000
4705,90000
4706,90000
4707,90000
4708,90000
4709,90000
4710,90000
4711,90000
4712,90000
4713,90000
4714,90000
4715,90000
4716,90000
4717,90000
4718,90000
4719,90000
4720,90000
4721,90000
4722,90000
4723,90000
4724,90000
4725,90000
4726,90000
4727,90000
4728,90000
4729,90000
4730,90000
4731,90000
4732,90000
4733,90000
4734,90000
4735,90000
4736,90000
4737,90000
4738,90000
4739,90000
4740,90000
4741,90000
4742,90000
4743,90000
4744,90000
4745,90000
4746,90000
4747,90000
4748,90000
4749,90000
4750,90000
4751,90000
4752,90000
4753,90000
4754,90000
4755,90000
4756,90000
4757,90000
4758,90000
4759,90000
4760,90000
4761,90000
4762,90000
4763,90000
4764,90000
4765,90000
4766,90000
4767,90000
4768,90000
4769,90000
4770,90000
4771,90000
4772,90000
4773,90000
4774,90000
4775,90000
4776,90000
4777,90000
4778,90000
4779,90000
4780,90000
4781,90000
4782,90000
4783,90000
4784,90000
4785,90000
4786,90000
4787,90000
4788,90000
4789,90000
4790,90000
4791,90000
4792,90000
4793,90000
4794,90000
4795,90000
4796,90000
4797,90000
4798,90000
4799,90000
4800,90000
4801,90000
4802,90000
4803,90000
4804,90000
4805,90000
4806,90000
4807,90000
4808,90000
4809,90000
4810,90000
4811,90000
4812,90000
4813,90000
4814,90000
4815,90000
4816,90000
4817,90000
4818,90000
4819,90000
4820,90000
4821,90000
4822,90000
4823,90000
4824,90000
4825,90000
4826,90000
4827,90000
4828,90000
4829,90000
4830,90000
4831,90000
4832,90000
4833,90000
4834,90000
4835,90000
4836,90000
4837,90000
4838,90000
4839,90000
4840,90000
4841,90000
4842,90000
4843,90000
4844,90000
4845,90000
4846,90000
4847,90000
4848,90000
4849,90000
4850,90000
4851,90000
4852,90000
4853,90000
4854,90000
4855,90000
4856,90000
4857,90000
4858,90000
4859,90000
4860,90000
4861,90000
4862,90000
4863,90000
4864,90000
4865,90000
4866,90000
4867,90000
4868,90000
4869,90000
4870,90000
4871,90000
4872,90000
4873,90000
4874,90000
4875,90000
4876,90000
4877,90000
4878,90000
4879,90000
4880,90000
4881,90000
4882,90000
4883,90000
4884,90000
4885,90000
4886,90000
4887,90000
4888,90000
4889,90000
4890,90000
4891,90000
4892,90000
4893,90000
4894,90000
4895,90000
4896,90000
4897,90000
4898,90000
4899,90000
4900,90000
4901,90000
4902,90000
4903,90000
4904,90000
4905,90000
4906,90000
4907,90000
4908,90000
4909,90000
4910,90000
4911,90000
4912,90000
4913,90000
4914,90000
4915,90000
4916,90000
4917,90000
4918,90000
4919,90000
4920,90000
4921,90000
4922,90000
4923,90000
4924,90000
4925,90000
4926,90000
4927,90000
4928,90000
4929,90000
4930,90000
4931,90000
4932,90000
4933,90000
4934,90000
4935,90000
4936,90000
4937,90000
4938,90000
4939,90000
4940,90000
4941,90000
4942,90000
4943,90000
4944,90000
4945,90000
4946,90000
4947,90000
4948,90000
4949,90000
4950,90000
4951,90000
4952,90000
4953,90000
4954,90000
4955,90000
4956,90000
4957,90000
4958,90000
4959,90000
4960,90000
4961,90000
4962,90000
4963,90000
4964,90000
4965,90000
4966,90000
4967,90000
4968,90000
4969,90000
4970,90000
4971,90000
4972,90000
4973,90000
4974,90000
4975,90000
4976,90000
4977,90000
4978,90000
4979,90000
4980,90000
4981,90000
4982,90000
4983,90000
4984,90000
4985,90000
4986,90000
4987,90000
4988,90000
4989,90000
4990,90000
4991,90000
4992,90000
4993,90000
4994,90000
4995,90000
4996,90000
4997,90000
4998,90000
4999,90000
5000,90000
5001,90000
5002,90000
5003,90000
5004,90000
5005,90000
5006,90000
5007,90000
5008,90000
5009,90000
5010,90000
5011,90000
5012,90000
5013,90000
5014,90000
5015,90000
5016,90000
5017,90000
5018,90000
5019,90000
5020,90000
5021,90000
5022,90000
5023,90000
5024,90000
5025,90000
5026,90000
5027,90000
5028,90000
5029,90000
5030,90000
5031,90000
5032,90000
5033,90000
5034,90000
5035,90000
5036,90000
5037,90000
5038,90000
5039,90000
5040,90000
5041,90000
5042,90000
5043,90000
5044,90000
5045,90000
5046,90000
5047,90000
5048,90000
5049,90000
5050,90000
5051,90000
5052,90000
5053,90000
5054,90000
5055,90000
5056,90000
5057,90000
5058,90000
5059,90000
5060,90000
5061,90000
5062,90000
5063,90000
5064,90000
5065,90000
5066,90000
5067,90000
5068,90000
5069,90000
5070,90000
5071,90000
5072,90000
5073,90000
5074,90000
5075,90000
5076,90000
5077,90000
5078,90000
5079,90000
5080,90000
5081,90000
5082,90000
5083,90000
5084,90000
5085,90000
5086,90000
5087,90000
5088,90000
5089,90000
5090,90000
5091,90000
5092,90000
5093,90000
5094,90000
5095,90000
5096,90000
5097,90000
5098,90000
5099,90000
5100,90000
5101,90000
5102,90000
5103,90000
5104,90000
5105,90000
5106,90000
5107,90000
5108,90000
5109,90000
5110,90000
5111,90000
5112,90000
5113,90000
5114,90000
5115,90000
5116,90000
5117,90000
5118,90000
5119,90000
5120,90000
5121,90000
5122,90000
5123,90000
5124,90000
5125,90000
5126,90000
5127,90000
5128,90000
5129,90000
5130,90000
5131,90000
5132,90000
5133,90000
5134,90000
5135,90000
5136,90000
5137,90000
5138,90000
5139,90000
5140,90000
5141,90000
5142,90000
5143,90000
5144,90000
5145,90000
5146,90000
5147,90000
5148,90000
5149,90000
5150,90000
5151,90000
5152,90000
5153,90000
5154,90000
5155,90000
5156,90000
5157,90000
5158,90000
5159,90000
5160,90000
5161,90000
5162,90000
5163,90000
5164,90000
5165,90000
5166,90000
5167,90000
5168,90000
5169,90000
5170,90000
5171,90000
5172,90000
5173,90000
5174,90000
5175,90000
5176,90000
5177,90000
5178,90000
5179,90000
5180,90000
5181,90000
5182,90000
5183,90000
5184,90000
5185,90000
5186,90000
5187,90000
5188,90000
5189,90000
5190,90000
5191,90000
5192,90000
5193,90000
5194,90000
5195,90000
5196,90000
5197,90000
5198,90000
5199,90000
5200,90000
5201,90000
5202,90000
5203,90000
5204,90000
5205,90000
5206,90000
5207,90000
5208,90000
5209,90000
5210,90000
5211,90000
5212,90000
5213,90000
5214,90000
5215,90000
5216,90000
5217,90000
5218,90000
5219,90000
5220,90000
5221,90000
5222,90000
5223,90000
5224,90000
5225,90000
5226,90000
5227,90000
5228,90000
5229,90000
5230,90000
5231,90000
5232,90000
5233,90000
5234,90000
5235,90000
5236,90000
5237,90000
5238,90000
5239,90000
5240,90000
5241,90000
5242,90000
5243,90000
5244,90000
5245,90000
5246,90000
5247,90000
5248,90000
5249,90000
5250,90000
5251,90000
5252,90000
5253,90000
5254,90000
5255,90000
5256,90000
5257,90000
5258,90000
5259,90000
5260,90000
5261,90000
5262,90000
5263,90000
5264,90000
5265,90000
5266,90000
5267,90000
5268,90000
5269,90000
5270,90000
5271,90000
5272,90000
5273,90000
5274,90000
5275,90000
5276,90000
5277,90000
5278,90000
5279,90000
5280,90000
5281,90000
5282,90000
5283,90000
5284,90000
5285,90000
5286,90000
5287,90000
5288,90000
5289,90000
5290,90000
5291,90000
5292,90000
5293,90000
5294,90000
5295,90000
5296,90000
5297,90000
5298,90000
5299,90000
5300,90000
5301,90000
5302,90000
5303,90000
5304,90000
5305,90000
5306,90000
5307,90000
5308,90000
5309,90000
5310,90000
5311,90000
5312,90000
5313,90000
5314,90000
5315,90000
5316,90000
5317,90000
5318,90000
5319,90000
5320,90000
5321,90000
5322,90000
5323,90000
5324,90000
5325,90000
5326,90000
5327,90000
5328,90000
5329,90000
5330,90000
5331,90000
5332,90000
5333,90000
5334,90000
5335,90000
5336,90000
5337,90000
5338,90000
5339,90000
5340,90000
5341,90000
5342,90000
5343,90000
5344,90000
5345,90000
5346,90000
5347,90000
5348,90000
5349,90000
5350,90000
5351,90000
5352,90000
5353,90000
5354,90000
5355,90000
5356,90000
5357,90000
5358,90000
5359,90000
5360,90000
5361,90000
5362,90000
5363,90000
5364,90000
5365,90000
5366,90000
5367,90000
5368,90000
5369,90000
5370,90000
5371,90000
5372,90000
5373,90000
5374,90000
5375,90000
5376,90000
5377,90000
5378,90000
5379,90000
5380,90000
5381,90000
5382,90000
5383,90000
5384,90000
5385,90000
5386,90000
5387,90000
5388,90000
5389,90000
5390,90000
5391,90000
5392,90000
5393,90000
5394,90000
5395,90000
5396,90000
5397,90000
5398,90000
5399,90000
5400,90000
5401,90000
5402,90000
5403,90000
5404,90000
5405,90000
5406,90000
5407,90000
5408,90000
5409,90000
5410,90000
5411,90000
5412,90000
5413,90000
5414,90000
5415,90000
5416,90000
5417,90000
5418,90000
5419,90000
5420,90000
5421,90000
5422,90000
5423,90000
5424,90000
5425,90000
5426,90000
5427,90000
5428,90000
5429,90000
5430,90000
5431,90000
5432,90000
5433,90000
5434,90000
5435,90000
5436,90000
5437,90000
5438,90000
5439,90000
5440,90000
5441,90000
5442,90000
5443,90000
5444,90000
5445,90000
5446,90000
5447,90000
5448,90000
5449,90000
5450,90000
5451,90000
5452,90000
5453,90000
5454,90000
5455,90000
5456,90000
5457,90000
5458,90000
5459,90000
5460,90000
5461,90000
5462,90000
5463,90000
5464,90000
5465,90000
5466,90000
5467,90000
5468,90000
5469,90000
5470,90000
5471,90000
5472,90000
5473,90000
5474,90000
5475,90000
5476,90000
5477,90000
5478,90000
5479,90000
5480,90000
5481,90000
5482,90000
5483,90000
5484,90000
5485,90000
5486,90000
5487,90000
5488,90000
5489,90000
5490,90000
5491,90000
5492,90000
5493,90000
5494,90000
5495,90000
5496,90000
5497,90000
5498,90000
5499,90000
5500,90000
5501,90000
5502,90000
5503,90000
5504,90000
5505,90000
5506,90000
5507,90000
5508,90000
5509,90000
5510,90000
5511,90000
5512,90000
5513,90000
5514,90000
5515,90000
5516,90000
5517,90000
5518,90000
5519,90000
5520,90000
5521,90000
5522,90000
5523,90000
5524,90000
5525,90000
5526,90000
5527,90000
5528,90000
5529,90000
5530,90000
5531,90000
5532,90000
5533,90000
5534,90000
5535,90000
5536,90000
5537,90000
5538,90000
5539,90000
5540,90000
5541,90000
5542,90000
5543,90000
5544,90000
5545,90000
5546,90000
5547,90000
5548,90000
5549,90000
5550,90000
5551,90000
5552,90000
5553,90000
5554,90000
5555,90000
5556,90000
5557,90000
5558,90000
5559,90000
5560,90000
5561,90000
5562,90000
5563,90000
5564,90000
5565,90000
5566,90000
5567,90000
5568,90000
5569,90000
5570,90000
5571,90000
5572,90000
5573,90000
5574,90000
5575,90000
5576,90000
5577,90000
5578,90000
5579,90000
5580,90000
5581,90000
5582,90000
5583,90000
5584,90000
5585,90000
5586,90000
5587,90000
5588,90000
5589,90000
5590,90000
5591,90000
5592,90000
5593,90000
5594,90000
5595,90000
5596,90000
5597,90000
5598,90000
5599,90000
5600,90000
5601,90000
5602,90000
5603,90000
5604,90000
5605,90000
5606,90000
5607,90000
5608,90000
5609,90000
5610,90000
5611,90000
5612,90000
5613,90000
5614,90000
5615,90000
5616,90000
5617,90000
5618,90000
5619,90000
5620,90000
5621,90000
5622,90000
5623,90000
5624,90000
5625,90000
5626,90000
5627,90000
5628,90000
5629,90000
5630,90000
5631,90000
5632,90000
5633,90000
5634,90000
5635,90000
5636,90000
5637,90000
5638,90000
5639,90000
5640,90000
5641,90000
5642,90000
5643,90000
5644,90000
5645,90000
5646,90000
5647,90000
5648,90000
5649,90000
5650,90000
5651,90000
5652,90000
5653,90000
5654,90000
5655,90000
5656,90000
5657,90000
5658,90000
5659,90000
5660,90000
5661,90000
5662,90000
5663,90000
5664,90000
5665,90000
5666,90000
5667,90000
5668,90000
5669,90000
5670,90000
5671,90000
5672,90000
5673,90000
5674,90000
5675,90000
5676,90000
5677,90000
5678,90000
5679,90000
5680,90000
5681,90000
5682,90000
5683,90000
5684,90000
5685,90000
5686,90000
5687,90000
5688,90000
5689,90000
5690,90000
5691,90000
5692,90000
5693,90000
5694,90000
5695,90000
5696,90000
5697,90000
5698,90000
5699,90000
5700,90000
5701,90000
5702,90000
5703,90000
5704,90000
5705,90000
5706,90000
5707,90000
5708,90000
5709,90000
5710,90000
5711,90000
5712,90000
5713,90000
5714,90000
5715,90000
5716,90000
5717,90000
5718,90000
5719,90000
5720,90000
5721,90000
5722,90000
5723,90000
5724,90000
5725,90000
5726,90000
5727,90000
5728,90000
5729,90000
5730,90000
5731,90000
5732,90000
5733,90000
5734,90000
5735,90000
5736,90000
5737,90000
5738,90000
5739,90000
5740,90000
5741,90000
5742,90000
5743,90000
5744,90000
5745,90000
5746,90000
5747,90000
5748,90000
5749,90000
5750,90000
5751,90000
5752,90000
5753,90000
5754,90000
5755,90000
5756,90000
5757,90000
5758,90000
5759,90000
5760,90000
5761,90000
5762,90000
5763,90000
5764,90000
5765,90000
5766,90000
5767,90000
5768,90000
5769,90000
5770,90000
5771,90000
5772,90000
5773,90000
5774,90000
5775,90000
5776,90000
5777,90000
5778,90000
5779,90000
5780,90000
5781,90000
5782,90000
5783,90000
5784,90000
5785,90000
5786,90000
5787,90000
5788,90000
5789,90000
5790,90000
5791,90000
5792,90000
5793,90000
5794,90000
5795,90000
5796,90000
5797,90000
5798,90000
5799,90000
5800,90000
5801,90000
5802,90000
5803,90000
5804,90000
5805,90000
5806,90000
5807,90000
5808,90000
5809,90000
5810,90000
5811,90000
5812,90000
5813,90000
5814,90000
5815,90000
5816,90000
5817,90000
5818,90000
5819,90000
5820,90000
5821,90000
5822,90000
5823,90000
5824,90000
5825,90000
5826,90000
5827,90000
5828,90000
5829,90000
5830,90000
5831,90000
5832,90000
5833,90000
5834,90000
5835,90000
5836,90000
5837,90000
5838,90000
5839,90000
5840,90000
5841,90000
5842,90000
5843,90000
5844,90000
5845,90000
5846,90000
5847,90000
5848,90000
5849,90000
5850,90000
5851,90000
5852,90000
5853,90000
5854,90000
5855,90000
5856,90000
5857,90000
5858,90000
5859,90000
5860,90000
5861,90000
5862,90000
5863,90000
5864,90000
5865,90000
5866,90000
5867,90000
5868,90000
5869,90000
5870,90000
5871,90000
5872,90000
5873,90000
5874,90000
5875,90000
5876,90000
5877,90000
5878,90000
5879,90000
5880,90000
5881,90000
5882,90000
5883,90000
5884,90000
5885,90000
5886,90000
5887,90000
5888,90000
5889,90000
5890,90000
5891,90000
5892,90000
5893,90000
5894,90000
5895,90000
5896,90000
5897,90000
5898,90000
5899,90000
5900,90000
5901,90000
5902,90000
5903,90000
5904,90000
5905,90000
5906,90000
5907,90000
5908,90000
5909,90000
5910,90000
5911,90000
5912,90000
5913,90000
5914,90000
5915,90000
5916,90000
5917,90000
5918,90000
5919,90000
5920,90000
5921,90000
5922,90000
5923,90000
5924,90000
5925,90000
5926,90000
5927,90000
5928,90000
5929,90000
5930,90000
5931,90000
5932,90000
5933,90000
5934,90000
5935,90000
5936,90000
5937,90000
5938,90000
5939,90000
5940,90000
5941,90000
5942,90000
5943,90000
5944,90000
5945,90000
5946,90000
5947,90000
5948,90000
5949,90000
5950,90000
5951,90000
5952,90000
5953,90000
5954,90000
5955,90000
5956,90000
5957,90000
5958,90000
5959,90000
5960,90000
5961,90000
5962,90000
5963,90000
5964,90000
5965,90000
5966,90000
5967,90000
5968,90000
5969,90000
5970,90000
5971,90000
5972,90000
5973,90000
5974,90000
5975,90000
5976,90000
5977,90000
5978,90000
5979,90000
5980,90000
5981,90000
5982,90000
5983,90000
5984,90000
5985,90000
5986,90000
5987,90000
5988,90000
5989,90000
5990,90000
5991,90000
5992,90000
5993,90000
5994,90000
5995,90000
5996,90000
5997,90000
5998,90000
5999,90000
6000,90000
6001,90000
6002,90000
6003,90000
6004,90000
6005,90000
6006,90000
6007,90000
6008,90000
6009,90000
6010,90000
6011,90000
6012,90000
6013,90000
6014,90000
6015,90000
6016,90000
6017,90000
6018,90000
6019,90000
6020,90000
6021,90000
6022,90000
6023,90000
6024,90000
6025,90000
6026,90000
6027,90000
6028,90000
6029,90000
6030,90000
6031,90000
6032,90000
6033,90000
6034,90000
6035,90000
6036,90000
6037,90000
6038,90000
6039,90000
6040,90000
6041,90000
6042,90000
6043,90000
6044,90000
6045,90000
6046,90000
6047,90000
6048,90000
6049,90000
6050,90000
6051,90000
6052,90000
6053,90000
6054,90000
6055,90000
6056,90000
6057,90000
6058,90000
6059,90000
6060,90000
6061,90000
6062,90000
6063,90000
6064,90000
6065,90000
6066,90000
6067,90000
6068,90000
6069,90000
6070,90000
6071,90000
6072,90000
6073,90000
6074,90000
6075,90000
6076,90000
6077,90000
6078,90000
6079,90000
6080,90000
6081,90000
6082,90000
6083,90000
6084,90000
6085,90000
6086,90000
6087,90000
6088,90000
6089,90000
6090,90000
6091,90000
6092,90000
6093,90000
6094,90000
6095,90000
6096,90000
6097,90000
6098,90000
6099,90000
6100,90000
6101,90000
6102,90000
6103,90000
6104,90000
6105,90000
6106,90000
6107,90000
6108,90000
6109,90000
6110,90000
6111,90000
6112,90000
6113,90000
6114,90000
6115,90000
6116,90000
6117,90000
6118,90000
6119,90000
6120,90000
6121,90000
6122,90000
6123,90000
6124,90000
6125,90000
6126,90000
6127,90000
6128,90000
6129,90000
6130,90000
6131,90000
6132,90000
6133,90000
6134,90000
6135,90000
6136,90000
6137,90000
6138,90000
6139,90000
6140,90000
6141,90000
6142,90000
6143,90000
6144,90000
6145,90000
6146,90000
6147,90000
6148,90000
6149,90000
6150,90000
6151,90000
6152,90000
6153,90000
6154,90000
6155,90000
6156,90000
6157,90000
6158,90000
6159,90000
6160,90000
6161,90000
6162,90000
6163,90000
6164,90000
6165,90000
6166,90000
6167,90000
6168,90000
6169,90000
6170,90000
6171,90000
6172,90000
6173,90000
6174,90000
6175,90000
6176,90000
6177,90000
6178,90000
6179,90000
6180,90000
6181,90000
6182,90000
6183,90000
6184,90000
6185,90000
6186,90000
6187,90000
6188,90000
6189,90000
6190,90000
6191,90000
6192,90000
6193,90000
6194,90000
6195,90000
6196,90000
6197,90000
6198,90000
6199,90000
6200,90000
6201,90000
6202,90000
6203,90000
6204,90000
6205,90000
6206,90000
6207,90000
6208,90000
6209,90000
6210,90000
6211,90000
6212,90000
6213,90000
6214,90000
6215,90000
6216,90000
6217,90000
6218,90000
6219,90000
6220,90000
6221,90000
6222,90000
6223,90000
6224,90000
6225,90000
6226,90000
6227,90000
6228,90000
6229,90000
6230,90000
6231,90000
6232,90000
6233,90000
6234,90000
6235,90000
6236,90000
6237,90000
6238,90000
6239,90000
6240,90000
6241,90000
6242,90000
6243,90000
6244,90000
6245,90000
6246,90000
6247,90000
6248,90000
6249,90000
6250,90000
6251,90000
6252,90000
6253,90000
6254,90000
6255,90000
6256,90000
6257,90000
6258,90000
6259,90000
6260,90000
6261,90000
6262,90000
6263,90000
6264,90000
6265,90000
6266,90000
6267,90000
6268,90000
6269,90000
6270,90000
6271,90000
6272,90000
6273,90000
6274,90000
6275,90000
6276,90000
6277,90000
6278,90000
6279,90000
6280,90000
6281,90000
6282,90000
6283,90000
6284,90000
6285,90000
6286,90000
6287,90000
6288,90000
6289,90000
6290,90000
6291,90000
6292,90000
6293,90000
6294,90000
6295,90000
6296,90000
6297,90000
6298,90000
6299,90000
6300,90000
6301,90000
6302,90000
6303,90000
6304,90000
6305,90000
6306,90000
6307,90000
6308,90000
6309,90000
6310,90000
6311,90000
6312,90000
6313,90000
6314,90000
6315,90000
6316,90000
6317,90000
6318,90000
6319,90000
6320,90000
6321,90000
6322,90000
6323,90000
6324,90000
6325,90000
6326,90000
6327,90000
6328,90000
6329,90000
6330,90000
6331,90000
6332,90000
6333,90000
6334,90000
6335,90000
6336,90000
6337,90000
6338,90000
6339,90000
6340,90000
6341,90000
6342,90000
6343,90000
6344,90000
6345,90000
6346,90000
6347,90000
6348,90000
6349,90000
6350,90000
6351,90000
6352,90000
6353,90000
6354,90000
6355,90000
6356,90000
6357,90000
6358,90000
6359,90000
6360,90000
6361,90000
6362,90000
6363,90000
6364,90000
6365,90000
6366,90000
6367,90000
6368,90000
6369,90000
6370,90000
6371,90000
6372,90000
6373,90000
6374,90000
6375,90000
6376,90000
6377,90000
6378,90000
6379,90000
6380,90000
6381,90000
6382,90000
6383,90000
6384,90000
6385,90000
6386,90000
6387,90000
6388,90000
6389,90000
6390,90000
6391,90000
6392,90000
6393,90000
6394,90000
6395,90000
6396,90000
6397,90000
6398,90000
6399,90000
6400,90000
6401,90000
6402,90000
6403,90000
6404,90000
6405,90000
6406,90000
6407,90000
6408,90000
6409,90000
6410,90000
6411,90000
6412,90000
6413,90000
6414,90000
6415,90000
6416,90000
6417,90000
6418,90000
6419,90000
6420,90000
6421,90000
6422,90000
6423,90000
6424,90000
6425,90000
6426,90000
6427,90000
6428,90000
6429,90000
6430,90000
6431,90000
6432,90000
6433,90000
6434,90000
6435,90000
6436,90000
6437,90000
6438,90000
6439,90000
6440,90000
6441,90000
6442,90000
6443,90000
6444,90000
6445,90000
6446,90000
6447,90000
6448,90000
6449,90000
6450,90000
6451,90000
6452,90000
6453,90000
6454,90000
6455,90000
6456,90000
6457,90000
6458,90000
6459,90000
6460,90000
6461,90000
6462,90000
6463,90000
6464,90000
6465,90000
6466,90000
6467,90000
6468,90000
6469,90000
6470,90000
6471,90000
6472,90000
6473,90000
6474,90000
6475,90000
6476,90000
6477,90000
6478,90000
6479,90000
6480,90000
6481,90000
6482,90000
6483,90000
6484,90000
6485,90000
6486,90000
6487,90000
6488,90000
6489,90000
6490,90000
6491,90000
6492,90000
6493,90000
6494,90000
6495,90000
6496,90000
6497,90000
6498,90000
6499,90000
6500,90000
6501,90000
6502,90000
6503,90000
6504,90000
6505,90000
6506,90000
6507,90000
6508,90000
6509,90000
6510,90000
6511,90000
6512,90000
6513,90000
6514,90000
6515,90000
6516,90000
6517,90000
6518,90000
6519,90000
6520,90000
6521,90000
6522,90000
6523,90000
6524,90000
6525,90000
6526,90000
6527,90000
6528,90000
6529,90000
6530,90000
6531,90000
6532,90000
6533,90000
6534,90000
6535,90000
6536,90000
6537,90000
6538,90000
6539,90000
6540,90000
6541,90000
6542,90000
6543,90000
6544,90000
6545,90000
6546,90000
6547,90000
6548,90000
6549,90000
6550,90000
6551,90000
6552,90000
6553,90000
6554,90000
6555,90000
6556,90000
6557,90000
6558,90000
6559,90000
6560,90000
6561,90000
6562,90000
6563,90000
6564,90000
6565,90000
6566,90000
6567,90000
6568,90000
6569,90000
6570,90000
6571,90000
6572,90000
6573,90000
6574,90000
6575,90000
6576,90000
6577,90000
6578,90000
6579,90000
6580,90000
6581,90000
6582,90000
6583,90000
6584,90000
6585,90000
6586,90000
6587,90000
6588,90000
6589,90000
6590,90000
6591,90000
6592,90000
6593,90000
6594,90000
